month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202106,new jersey,nj,449900,-0.0002,0.0416,22835,0.1435,-0.2871,29.5,0.017241379,-0.477876106,16704,0.0218,0.006,536,-0.1007,-0.0496,4088,0.2872,-0.3346,20754,0.1865,1.7687,231.5330589,-0.0024,0.1766,1720,-0.0138,-0.1083,667375.2763,-0.0228,0.0546,43589,0.1636,0.1028,0.908867966,0.0329,0.6748,0
202106,michigan,mi,260000,0,0.0299,15792,0.2273,-0.4201,28,-0.066666667,-0.513043478,15228,0.1391,0.0736,600,-0.0964,0.3274,3788,0.525,-0.4628,13540,0.0874,-0.109,158.1566456,0.0125,0.1279,1638.5,-0.0124,-0.0645,391629.207,-0.014,0.1061,29332,0.1585,-0.3087,0.85739615,-0.1104,0.2994,0
202105,arkansas,ar,212000,0.0223,0.0605,4669,-0.0305,-0.5697,44,-0.153846154,-0.456790123,2848,0.0517,-0.1033,124,-0.4151,0.1923,736,0.0575,-0.54,4620,0.0582,0.1541,112.927518,0.0328,0.1145,1850,-0.011,-0.0675,323809.2193,0.0345,0.1842,9289,0.0117,-0.3746,0.989505247,0.0829,0.6206,0
202105,arizona,az,435000,0.042,0.176,7059,0.0364,-0.6346,32,0,-0.428571429,8856,0.0298,0.0548,652,0.0062,-0.0791,1848,0.1268,-0.7188,17128,-0.0106,0.1286,230.7395994,0.0333,0.2252,1970,0.0048,-0.0395,740877.8736,0.0053,0.2295,24187,0.0027,-0.2988,2.426406007,-0.1152,1.6409,0
202105,new hampshire,nh,409900,0.025,0.0705,1662,0.1029,-0.5432,22,0.128205128,-0.671641791,1992,0.085,0.0596,80,-0.1304,-0.1667,308,0.6042,-0.4934,1663,0.0919,-0.1054,217.6236045,0.0111,0.1717,1897,0.0134,-0.0534,569204.0401,0.0038,0.163,3325,0.0974,-0.3951,1.000601685,-0.01,0.4896,1
202105,washington,wa,573000,0.0418,0.1696,6315,0.0939,-0.5434,29,-0.033333333,-0.382978723,9804,0.109,0.1469,940,0.0586,0.6667,1328,0.2576,-0.5896,15918,0.0756,0.3294,303.7709497,0.0153,0.2553,1872,0.0086,-0.0819,789539.6914,0.0093,0.1861,22233,0.0807,-0.1384,2.520665083,-0.0428,1.6549,0
202105,montana,mt,469000,0.0708,0.2249,2011,0.0876,-0.5892,45,-0.166666667,-0.5,1428,0.1479,-0.1185,36,-0.25,-0.3077,296,0.6444,-0.5287,3505,0.0939,0.3638,235.1945854,0.0507,0.2667,2128,0.0019,-0.0256,937181.7192,0.0079,0.3758,5516,0.0916,-0.2611,1.742913973,0.0101,1.2179,0
202105,idaho,id,525000,0.0511,0.3208,2572,0.2161,-0.5969,28,0,-0.461538462,3112,0.2609,0.0091,152,0.2258,-0.2549,624,0.4054,-0.5784,5768,0.0535,0.4816,267.0357143,0.0379,0.429,2125,-0.0121,-0.0454,916965.6413,0.001,0.4873,8340,0.0988,-0.1882,2.242612753,-0.346,1.6324,1
202105,rhode island,ri,398000,0.0039,-0.0048,1072,0.0763,-0.5387,35,-0.066666667,-0.444444444,1368,0.1958,0.2258,20,-0.5455,0,160,0.3333,-0.604,2651,0.0785,0.3328,263.5454545,0.0053,0.1154,1512,-0.0072,-0.1235,810409.1626,-0.0285,0.1974,3723,0.0779,-0.1368,2.472947761,0.0051,1.6171,0
202105,new york,ny,625000,-0.0064,0.25,45691,0.0561,-0.132,53,-0.178294574,-0.369047619,21420,0.0621,0.5274,1048,-0.0473,0.7823,7384,0.0821,0.4343,27719,0.0696,-0.003,384,-0.0115,0.536,1599,0.0066,-0.1117,1412281.324,-0.0115,0.2487,73410,0.0612,-0.0874,0.606662144,0.0077,0.0785,0
202105,pennsylvania,pa,285000,0.0179,0.188,16089,0.0638,-0.4594,41,-0.046511628,-0.549450549,13820,0.0834,0.356,964,-0.0871,1.1518,4152,0.2446,0.1945,24230,0.1069,2.5538,160.1762821,0.0103,0.2487,1783,0.0042,-0.0404,428421.6168,-0.0117,0.2436,40319,0.0893,0.1022,1.505997887,0.0586,1.2769,0
202105,utah,ut,599900,0.0169,0.3364,3488,0.1474,-0.6524,20,-0.166666667,-0.649122807,4504,0.1328,-0.0609,356,0.2192,-0.1759,684,0.4615,-0.7303,9081,0.0295,0.0687,243.0555556,0.0345,0.3851,2512,-0.0016,-0.0335,1248804.773,-0.0287,0.6648,12569,0.0597,-0.3218,2.603497706,-0.2981,1.7568,1
202105,north dakota,nd,262000,0.0272,0.0962,1731,0.0035,-0.4234,50,-0.130434783,-0.315068493,872,0.0955,-0.1138,128,0,5.4,348,0.2083,-0.4759,1336,0.1227,0.2983,124.3055556,0.0127,0.0919,2139,0.0109,0.0052,307141.258,0.0251,0.1098,3067,0.0521,-0.2391,0.771808203,0.082,0.429,0
202105,vermont,vt,359000,0.0272,0.2007,1401,0.0526,-0.5736,59,-0.099236641,-0.619354839,900,0.1658,0.1719,60,0.1538,0.6667,208,0.3333,-0.3333,1093,0.0064,0.3265,191.06408,0.029,0.2541,1940,-0.0003,-0.03,555081.8147,-0.0037,0.2615,2494,0.0319,-0.3932,0.780157031,-0.0358,0.5294,1
202105,missouri,mo,249000,0.0126,0.1067,8225,0.0301,-0.5109,41,-0.078651685,-0.445945946,7052,0.0627,0.0896,692,-0.2638,1.4366,1676,0.2932,-0.4933,15578,0.0837,0.2499,133.7412587,0.0095,0.1816,1789,-0.0008,-0.0524,354665.9522,0.0087,0.1655,23803,0.0645,-0.1871,1.893981763,0.0937,1.1529,0
202105,wyoming,wy,295000,0.0727,0.0539,1370,0.0278,-0.4972,44,-0.228070175,-0.435897436,832,0.162,-0.1034,52,0.4444,1.1667,188,0.1463,-0.5688,1047,0.046,0.2862,136.1076345,0.0438,0.0699,2124,0.0014,-0.038,753924.5853,0.0902,0.1207,2417,0.0356,-0.317,0.764233577,0.0133,0.4655,0
202105,kentucky,ky,249000,0.0375,0.06,4720,0.006,-0.529,41,-0.088888889,-0.474358974,3824,0.13,0.0814,216,-0.1818,0.3846,976,0.0702,-0.5244,9271,0.0599,0.1343,125.9157509,0.0129,0.1193,1872,-0.0011,-0.0579,353958.4155,0.0316,0.1552,13991,0.0411,-0.2311,1.964194915,0.1,1.1487,0
202105,district of columbia,dc,574500,0.0036,-0.1734,1633,0.0388,0.2287,35,-0.027777778,-0.186046512,1184,-0.0034,0.5258,24,-0.25,1,424,0.0928,0.2619,1291,-0.0046,3.0597,587.6494024,-0.0107,0.0857,1000,0,-0.2795,951553.9001,-0.0048,-0.0871,2924,0.0192,0.7753,0.790569504,-0.0345,0.5513,1
202105,alabama,al,274900,0.0188,0.0849,7701,-0.0601,-0.5666,42,-0.076923077,-0.447368421,5344,0.0413,-0.1028,852,-0.0819,0.2456,1392,0.0419,-0.5617,8162,0.0302,0.3727,129.8870056,0.0193,0.124,2002,0.0005,-0.0444,380981.5316,0.0309,0.1482,15863,-0.0157,-0.3311,1.059862356,0.0928,0.7252,0
202105,kansas,ks,224900,0.0841,0.071,3207,0.0463,-0.5389,39,-0.082352941,-0.493506494,2772,0.0845,0.0132,244,0.0339,0.9063,676,0.1342,-0.5505,6767,0.089,0.2069,111.1729512,0.0352,0.1125,1891,0.0183,-0.0939,317203.129,0.0198,0.0442,9974,0.0749,-0.206,2.110071718,0.0827,1.3039,0
202105,alaska,ak,340000,0.0278,0.1184,1289,0.0671,-0.473,36,-0.13253012,-0.454545455,968,0.2872,0.0708,72,0.0588,1.25,284,0.2909,-0.5478,127,0.114,0.427,195.0743494,0.0108,0.1278,1765,0.0135,0.0028,414951.4289,-0.0103,0.1921,1416,0.0711,-0.4414,0.098525989,0.0042,0.0621,0
202105,nebraska,ne,268000,0.0075,0.0428,2065,0.045,-0.5197,41,-0.11827957,-0.293103448,1856,0.0791,-0.1262,176,0.2941,0.6923,292,0.2586,-0.6178,5170,0.1178,0.1962,136.3461538,0.0051,0.1107,2045,0.0149,-0.0168,357580.6982,0.0441,0.1887,7235,0.096,-0.1608,2.503631961,0.163,1.4983,0
202105,louisiana,la,275000,0.0002,0.1463,6797,-0.0333,-0.5642,53,-0.061946903,-0.397727273,3528,0.0208,-0.1224,308,0.2833,1.4063,1464,-0.0494,-0.552,9348,0.0597,0.4691,138.6910995,0.0213,0.1385,1962,-0.0058,0.0103,390778.8146,0.0106,0.2383,16145,0.0185,-0.2648,1.375312638,0.1207,0.9674,0
202105,delaware,de,379900,-0.0003,0.1276,1331,-0.0141,-0.612,51,-0.157024793,-0.445652174,1256,0.1716,0.2077,268,-0.3431,1.0303,240,0.2,-0.5349,3136,0.0426,5.0541,182.0596206,0.0101,0.1311,2028,-0.0172,-0.0127,507913.188,-0.0158,0.1395,4467,0.025,0.1315,2.356123216,0.128,2.2051,0
202105,colorado,co,575000,0.0361,0.15,8594,0.0509,-0.5727,31,-0.173333333,-0.465517241,9244,0.0819,-0.1279,748,0.1911,0.5714,1344,0.3074,-0.7789,13856,0.0602,0.2458,263.7485971,0.0072,0.2567,2160,0.0162,-0.1074,1245098.428,-0.0294,0.4147,22450,0.0566,-0.2813,1.612287643,0.0142,1.0593,0
202105,mississippi,ms,235000,0.0284,0.1059,3623,-0.0648,-0.5747,59,-0.174825175,-0.372340426,2004,0.1133,-0.0841,188,-0.2769,0.3056,612,-0.0255,-0.5952,4710,0.1127,0.2675,110.3646833,0.0144,0.0789,2047,-0.0015,-0.0015,331856.8607,0.0462,0.2228,8333,0.0279,-0.3189,1.300027601,0.2074,0.8638,0
202105,north carolina,nc,354000,0.0116,0.076,12219,-0.0001,-0.6437,39,-0.071428571,-0.48,11664,0.1364,-0.0088,1300,-0.0152,0.1168,2508,0.183,-0.6239,25191,0.0491,0.3511,179.2398709,0.023,0.189,2044,-0.0015,-0.0709,529025.1922,0.0169,0.1842,37410,0.0325,-0.2934,2.061625338,0.0966,1.518,0
202105,massachusetts,ma,659900,0.0002,0.1479,7511,0.0244,-0.4381,23,-0.08,-0.646153846,9204,0.1164,0.2776,296,0.2131,0.8049,1500,0.2755,-0.4939,3690,0.0287,0.2534,380.6089744,-0.003,0.3421,1739,0.0032,-0.1199,1238192.001,-0.0082,0.384,11201,0.0258,-0.3133,0.491279457,0.0021,0.271,1
202105,virginia,va,375000,0.0163,0.0714,13150,0.0441,-0.483,31,-0.060606061,-0.483333333,13396,0.041,0.3036,1168,-0.1205,0.6977,2640,0.2571,-0.4787,20070,0.0839,0.6592,183.6875,0.0108,0.1811,1978,0.0069,-0.096,563275.4448,-0.0004,0.1233,33220,0.0678,-0.1148,1.526235741,0.0561,1.0506,0
202105,new jersey,nj,450000,0,0.0976,19969,0.0637,-0.3845,29,-0.033333333,-0.608108108,16348,0.0873,0.3817,596,0.1641,0.8625,3176,0.2178,-0.3906,17492,0.0798,2.0363,232.1007081,0.0062,0.2216,1744,0.0093,-0.0893,682924.3865,-0.0064,0.1489,37461,0.0711,-0.0194,0.875957734,0.0131,0.6984,1
202105,ohio,oh,220000,0.0082,0.0281,10577,0.1034,-0.4665,31,-0.162162162,-0.515625,12088,0.2909,0.222,808,0.1882,0.9804,2816,0.141,-0.4928,22436,0.12,0.1112,119.6597353,0.0187,0.1168,1742,0.0087,-0.0502,317624.2783,0.0035,0.0847,33013,0.1146,-0.175,2.121206391,0.0315,1.1028,0
202105,iowa,ia,225000,0.0002,0.0004,7109,-0.0093,-0.4244,44,0.128205128,-0.371428571,4308,0.0727,0.0346,988,0.0739,2.4789,1576,0.1726,-0.4809,9945,0.1328,0.4221,137.0804691,0.0178,0.0673,1579,0.008,-0.0407,267991.8374,0.0166,0.0402,17054,0.0689,-0.1183,1.398930933,0.1755,0.8327,0
202105,florida,fl,379000,0.0327,0.118,48614,-0.0665,-0.6307,46,-0.106796117,-0.465116279,34664,0.0461,-0.0031,4740,-0.0573,0.1148,8748,-0.0271,-0.6833,81762,-0.0304,0.6028,232.78125,0.0223,0.2264,1600,0.0088,-0.0762,858732.3597,0.0215,0.2745,130376,-0.0442,-0.2862,1.681861192,0.0627,1.2944,0
202105,maine,me,339000,0.0431,0.2327,2458,0.0963,-0.5603,32,-0.296703297,-0.706422018,2132,0.3358,0.2225,100,-0.0385,0.7857,384,0.4118,-0.432,1079,0.0578,0.2547,196.6682092,0.006,0.1957,1704,0.0018,0.0083,512345.6941,0.0076,0.2429,3537,0.0843,-0.4516,0.438974776,-0.016,0.2851,1
202105,texas,tx,330000,0.0329,0.1,37726,0.0034,-0.5882,37,-0.108433735,-0.430769231,33644,0.0635,-0.0595,4688,0.054,0.3288,7764,0.0475,-0.6788,62286,0.042,0.3414,158.546875,0.0333,0.1514,2095,0.0101,-0.0533,505622.8995,0.03,0.1659,100012,0.0271,-0.2756,1.651009914,0.0612,1.1442,0
202105,south carolina,sc,301900,0.0234,0.0418,8216,-0.0842,-0.6667,43,-0.113402062,-0.455696203,6304,0.0907,-0.1249,1420,-0.2146,0.7574,1460,0.0083,-0.7254,16679,0.0158,0.3932,159.8267821,0.0192,0.0868,1921,0.0108,-0.0546,511887.9585,0.0334,0.1738,24895,-0.0195,-0.3202,2.030063291,0.1998,1.5444,0
202105,connecticut,ct,399000,0.005,0.05,11147,0.1003,-0.2803,32,-0.058823529,-0.549295775,6084,0.0927,0.1864,252,-0.1,0.6154,1316,0.3056,-0.3974,155,-0.0719,0.422,201.6149382,0.0079,0.133,1983,-0.005,-0.0734,882337.4645,0.0057,0.1363,11302,0.0975,-0.2754,0.013905087,-0.0026,0.0069,0
202105,michigan,mi,260000,0.0002,0.0838,12867,0.1375,-0.5484,30,-0.154929577,-0.61038961,13368,0.2854,-0.0814,664,-0.1217,0.8043,2484,0.3298,-0.5369,12452,0.0888,0.4024,156.1991539,0.0089,0.1443,1659,0.007,-0.0241,397194.8479,-0.01,0.1883,25319,0.113,-0.3225,0.96774695,-0.0432,0.6561,1
202105,georgia,ga,358400,0.0243,0.1561,22497,0.0187,-0.6058,35,-0.04109589,-0.444444444,21544,0.0642,-0.0437,2084,0.0698,-0.0955,4640,0.1273,-0.6753,42261,0.0319,0.3192,157.4921875,0.0173,0.223,2200,0.0009,-0.0717,515023.4541,0.0259,0.218,64758,0.0273,-0.2732,1.878517136,0.024,1.3171,0
202105,illinois,il,299000,0.0402,0.1504,22402,0.0323,-0.4535,38,-0.095238095,-0.424242424,18236,0.0993,0.0793,672,0.377,1.7541,5304,0.1199,-0.4852,33504,0.0725,0.4396,171,0.0192,0.2912,1664,0.0153,-0.0917,460927.3318,0.0055,0.2094,55906,0.056,-0.1301,1.495580752,0.0562,0.9278,0
202105,new mexico,nm,298500,0.0512,0.0858,3746,0.0152,-0.3926,49,-0.100917431,-0.402439024,2132,0.134,0.1537,152,-0.2083,0.8095,560,0.12,-0.4677,3991,0.0964,0.3167,149.4555013,0.0341,0.0914,1983,0.003,-0.0129,460761.9656,0.0132,0.1601,7737,0.0555,-0.1588,1.065403097,0.079,0.5739,0
202105,indiana,in,235000,0.0222,0.0222,5672,0.0402,-0.5484,35,-0.066666667,-0.453125,5916,0.1264,-0.0321,360,0.0714,0.8,1536,0.1925,-0.5596,7780,0.1018,0.0329,120.9473684,0.0051,0.1416,1856,0.0079,-0.0757,323155.6482,0.0156,0.1076,13452,0.075,-0.3304,1.371650212,0.0768,0.7719,0
202105,nevada,nv,400000,0.0204,0.1545,5307,-0.0266,-0.5313,26,-0.037037037,-0.535714286,4592,0.038,0.1491,456,-0.0579,0.6522,780,0.108,-0.7516,1927,0.3429,0.1665,223.1404959,0.0337,0.2085,1810,0.007,-0.0393,736291.7567,0.0079,0.2441,7234,0.0504,-0.4425,0.363105333,0.0999,0.2172,0
202105,south dakota,sd,272900,0.0442,0.092,1961,0.0606,-0.4365,38,0.04109589,-0.269230769,1032,0.0157,-0.2158,56,-0.125,3.6667,168,0.1667,-0.6147,900,0.1364,0.1598,147.0196078,0.0034,0.1227,1840,0.0152,-0.0545,341420.8216,0.0448,0.0708,2861,0.0833,-0.3278,0.458949516,0.0306,0.236,0
202105,oregon,or,515000,0.0384,0.1573,5400,0.1118,-0.5541,31,-0.114285714,-0.483333333,6324,0.1253,0.1737,2920,0.1967,5.1345,1912,0.192,-0.3719,11046,0.1108,0.2927,276.9529086,0.0183,0.2281,1874,0.0092,-0.0714,695021.0002,0.0256,0.1961,16446,0.1111,-0.2038,2.045555556,-0.0018,1.34,0
202105,minnesota,mn,324900,0.0006,0.0481,8371,0.0849,-0.5024,34,-0.055555556,-0.333333333,8692,0.2025,-0.0018,420,-0.087,1.2826,1520,0.2063,-0.582,13983,0.1903,0.3647,174.0661626,0.0036,0.1363,1878,-0.0027,-0.0721,433018.7812,-0.0063,0.0806,22354,0.1485,-0.1742,1.670409748,0.148,1.0613,0
202105,tennessee,tn,345813,0.0113,0.0985,7606,0.0309,-0.6221,28,-0.2,-0.525423729,7616,0.1019,-0.1616,636,-0.0305,-0.1888,1772,0.2657,-0.6174,14376,0.0343,0.1383,176.6333333,0.0113,0.2161,2000,-0.0047,-0.0876,510742.6063,0.0015,0.1948,21982,0.0331,-0.329,1.890086774,0.0062,1.2627,0
202105,wisconsin,wi,299900,0.0151,0.0345,6295,0.1219,-0.5383,37,-0.129411765,-0.471428571,6252,0.1569,0.093,192,0,0.6552,1100,0.2222,-0.5858,10663,0.1482,0.1088,161.7440225,0.0125,0.1201,1800,0.0129,-0.0526,401002.6243,-0.0059,0.0834,16958,0.1383,-0.2707,1.693884035,0.0387,0.9886,0
202105,west virginia,wv,169000,0.0153,-0.0059,2719,-0.0011,-0.5223,54,-0.228571429,-0.443298969,1528,0.1202,0.0946,60,-0.375,0.25,560,0.1475,-0.4142,3191,0.0832,0.4665,97.79063651,0.0233,0.0605,1732,0.0073,-0.0394,275716.1149,0.0376,0.154,5910,0.0427,-0.2489,1.173593233,0.0913,0.7913,0
202105,maryland,md,375000,0.0274,0.0481,7025,0.0799,-0.4943,34,0.014925373,-0.451612903,8152,0.034,0.3123,636,0.1691,0.4071,1896,0.2846,-0.4552,14245,0.0601,3.5122,203.2,0.0165,0.1396,1838,0.0211,-0.0603,528388.62,0.019,0.0991,21270,0.0666,0.2477,2.027758007,-0.0379,1.8005,0
202105,hawaii,hi,720000,0.0667,0.1339,2794,-0.1203,-0.5003,64,-0.092198582,-0.304347826,1512,-0.043,0.1887,88,0.1,0.6923,356,-0.1275,-0.4826,3326,0.015,0.8675,611.0749186,-0.0036,0.1538,1156,0.0396,-0.0423,1630784.841,0.052,0.3134,6120,-0.0516,-0.1698,1.190408017,0.1586,0.8719,0
202105,california,ca,747000,-0.0023,0.2323,32857,0.0443,-0.4707,30,-0.016393443,-0.464285714,38268,0.0433,0.1445,1764,0.0352,0.2783,6288,0.15,-0.568,50937,0.0259,0.4325,442,-0.0051,0.3224,1792,-0.0019,-0.0488,1563198.503,-0.0301,0.3418,83794,0.033,-0.1417,1.550263262,-0.0278,0.9775,0
202105,oklahoma,ok,226015,0.0045,-0.0169,4955,-0.0014,-0.5739,44,-0.083333333,-0.3125,3736,0.0835,-0.1756,372,0.1481,0.6316,1100,0.087,-0.5769,9329,0.0682,1.7414,119.3467337,0.0225,0.0515,1867,-0.0148,-0.0618,348098.5014,0.0138,0.1469,14284,0.043,-0.0497,1.882744702,0.1228,1.5901,0
202104,south carolina,sc,295000,0.0547,0.0452,8971,-0.1103,-0.6555,48.5,-0.049019608,-0.321678322,5780,-0.0315,-0.0562,1808,-0.2626,0.9652,1448,-0.136,-0.6879,16419,0.0238,0.5362,156.8201515,0.0248,0.0857,1900.5,0.027,-0.0531,495339.707,0.0659,0.1686,25390,-0.0279,-0.3087,1.830230744,0.2397,1.4198,0
202104,wisconsin,wi,295450,0.0263,0.0886,5611,0.0191,-0.6147,42.5,-0.220183486,-0.356060606,5404,0.2417,0.1748,192,-0.1724,1.087,900,0.1538,-0.5802,9287,0.178,0.1604,159.7537277,0.008,0.1464,1777,0.0148,-0.0467,403367.3927,0.0037,0.1379,14898,0.1126,-0.3398,1.655141686,0.2232,1.1056,0
202104,texas,tx,319500,0.0374,0.0831,37599,-0.0555,-0.6012,41.5,-0.17,-0.284482759,31636,0.0998,0.0858,4448,-0.2713,0.8752,7412,-0.0424,-0.6274,59777,0.0975,0.5635,153.4414062,0.0245,0.1346,2074,0.0034,-0.0491,490879.5875,0.0385,0.1863,97376,0.0329,-0.2652,1.589856113,0.2216,1.1844,0
202104,idaho,id,499495,0.0111,0.2976,2115,0.1614,-0.6603,28,-0.01754386,-0.356321839,2468,0.1178,0.0049,124,-0.1143,-0.0882,444,0.2759,-0.6754,5475,0.2575,9.1015,257.2791237,0.0407,0.3947,2151,0.0002,-0.0142,916023.0866,0.0012,0.5301,7590,0.2291,0.1215,2.588652482,0.1977,2.5016,1
202104,oklahoma,ok,225000,-0.0088,0.0002,4962,-0.0318,-0.6015,48,-0.127272727,-0.179487179,3448,0.059,-0.1123,324,-0.2212,0.7234,1012,0.0455,-0.5253,8733,0.1308,2.0664,116.7255866,0.0019,0.0494,1895,-0.0079,-0.0307,343355.5347,0.0058,0.1723,13695,0.0659,-0.105,1.759975816,0.253,1.5313,0
202104,connecticut,ct,397000,0.0077,0.0588,10131,0.0699,-0.3618,34,-0.170731707,-0.451612903,5568,0.1217,0.866,280,-0.0541,1.5926,1008,0.13,-0.3928,167,0.219,0.4911,200.0274251,0.002,0.1422,1993,0.003,-0.0559,877366.4514,-0.0107,0.1709,10298,0.072,-0.3558,0.016484059,0.002,0.0094,1
202104,kentucky,ky,240000,0.0107,0.0667,4692,-0.0403,-0.5735,45,-0.210526316,-0.379310345,3384,0.0588,0.0944,264,0.1579,1.75,912,-0.0988,-0.519,8747,0.1033,0.2487,124.3125,0.0227,0.1257,1874,0.0051,-0.0429,343101.5882,0.0402,0.1663,13439,0.0485,-0.2537,1.864236999,0.2426,1.2275,0
202104,vermont,vt,349500,0.0514,0.1788,1331,-0.0192,-0.6076,65.5,-0.321243523,-0.619186047,772,0.1557,1.7571,52,0.3,1.1667,156,0,-0.025,1086,0.0533,0.6018,185.6835727,0.0414,0.2286,1940.5,-0.0224,-0.0298,557126.8047,0.0148,0.2744,2417,0.0121,-0.4061,0.815927874,0.0562,0.616,1
202104,north carolina,nc,349950,0.0129,0.0962,12220,-0.0377,-0.6611,42,-0.076923077,-0.382352941,10264,0.011,0.038,1320,-0.1495,0.2548,2120,-0.0502,-0.6278,24013,0.0548,0.4804,175.2171592,0.0287,0.1878,2047,0.0015,-0.0534,520243.1914,0.0265,0.2137,36233,0.0217,-0.307,1.965057283,0.1723,1.5153,0
202104,maine,me,325000,0.0571,0.2041,2242,-0.0273,-0.61,45.5,-0.445121951,-0.647286822,1596,0.1701,0.4099,104,0.0833,1.1667,272,0.193,-0.4333,1020,0.0897,0.5269,195.488084,0.0406,0.2131,1701,0.0167,0.0125,508490.547,0.0706,0.2701,3262,0.0065,-0.4916,0.454950937,0.0489,0.3387,1
202104,maryland,md,365000,0.0429,0.0489,6505,0.0619,-0.5388,33.5,-0.151898734,-0.355769231,7884,0.1433,0.4954,544,-0.0748,0.7662,1476,0.0727,-0.5195,13437,0.1092,4.2001,199.898374,0.0187,0.143,1800,0.0078,-0.0722,518527.3209,0.0147,0.1184,19942,0.0933,0.1951,2.065641814,0.0882,1.8824,0
202104,arkansas,ar,207375,0.0371,0.0447,4816,-0.0493,-0.5885,52,-0.181102362,-0.333333333,2708,0.0832,-0.0451,212,0.1277,1.3043,696,-0.044,-0.5285,4366,0.0807,0.2542,109.3370466,0.0235,0.0863,1870.5,-0.0035,-0.0457,313021.2714,0.033,0.1757,9182,0.0083,-0.3953,0.906561462,0.1091,0.6091,0
202104,ohio,oh,218200,0.0913,0.1079,9586,-0.0032,-0.552,37,-0.204301075,-0.356521739,9364,0.1116,0.1618,680,0.2057,0.828,2468,0.0301,-0.4988,20032,0.1295,0.1455,117.4683794,0.0368,0.1347,1727,0.0147,-0.0406,316511.4339,0.0277,0.1484,29618,0.0828,-0.2383,2.089714166,0.2455,1.2724,0
202104,iowa,ia,224945,-0.0001,0.0366,7176,0.0573,-0.4354,39,-0.277777778,-0.404580153,4016,0.1661,0.0738,920,0.3295,2.5938,1344,-0.0261,-0.4381,8779,0.2431,0.6945,134.6847057,-0.0033,0.0659,1566.5,-0.0029,-0.0404,263617.8014,0.0056,0.055,15955,0.1521,-0.1082,1.223383501,0.1829,0.8158,0
202104,oregon,or,495950,0.0344,0.1548,4857,0.0612,-0.6108,35,-0.090909091,-0.278350515,5620,0.1213,0.1728,2440,0.1381,3.5865,1604,-0.0337,-0.4068,9944,0.0943,0.4574,271.9834266,0.0363,0.217,1857,0.007,-0.0554,677643.97,0.0209,0.2021,14801,0.0832,-0.2332,2.047354334,0.062,1.5006,0
202104,georgia,ga,349900,0.046,0.1667,22083,-0.0092,-0.6277,36.5,-0.0875,-0.353982301,20244,0.0789,0.0299,1948,-0.2245,0.1068,4116,-0.0115,-0.6448,40954,0.0433,0.4565,154.8157274,0.0225,0.2244,2198,0.0141,-0.0641,502002.1716,0.0236,0.2246,63037,0.0243,-0.279,1.854548748,0.0932,1.3805,0
202104,nevada,nv,392000,0.0595,0.1364,5452,0.0267,-0.5061,27,-0.142857143,-0.393258427,4424,0.0864,0.1593,484,0.1204,1.2407,704,-0.0588,-0.7389,1435,-0.0935,-0.0516,215.868873,0.0434,0.1707,1797.5,0.0213,-0.0411,730496.1898,0.0552,0.2286,6887,-0.0009,-0.4513,0.263206163,-0.0349,0.1261,0
202104,wyoming,wy,275000,0.0185,0,1333,-0.0533,-0.4926,57,-0.080645161,-0.278481013,716,0.2177,-0.0165,36,0,0.125,164,-0.0238,-0.4533,1001,0.1135,0.4341,130.4018967,0.0129,0.0356,2121,-0.0014,-0.0237,691547.5718,0.0447,0.0129,2334,0.0117,-0.298,0.750937734,0.1124,0.4852,0
202104,colorado,co,554950,0.0109,0.11,8178,-0.0112,-0.5494,37.5,-0.137931034,-0.257425743,8544,0.0728,0.4034,628,0.0467,0.4273,1028,0.103,-0.5953,13069,0.0461,0.3931,261.8558643,-0.0001,0.2413,2125.5,0.0295,-0.103,1282832.605,-0.0197,0.4001,21247,0.0233,-0.2283,1.598067987,0.0876,1.0812,0
202104,alabama,al,269819.5,0.03,0.0836,8193,-0.0524,-0.5598,45.5,-0.099009901,-0.363636364,5132,0.0322,0.0586,928,0.0791,0.8268,1336,-0.0538,-0.5007,7923,0.088,0.5248,127.4256051,0.0268,0.1231,2001,0.0005,-0.0336,369556.5399,0.0361,0.1482,16116,0.0118,-0.3231,0.967045038,0.1248,0.6879,0
202104,hawaii,hi,675000,0.049,0.0753,3176,-0.0648,-0.4332,70.5,-0.140243902,-0.11875,1580,0.0561,0.4469,80,0.0526,2.3333,408,-0.0727,-0.3892,3277,0.0021,3.3693,613.3118865,-0.0162,0.1731,1112,0.0436,-0.0852,1550222.241,0.0203,0.2248,6453,-0.032,0.0157,1.031801008,0.0689,0.8979,0
